 #No_Constraint #No_Constraint #No_Constraint   #No_Constraint #No_Constraint #No_Constraint   #No_Constraint #No_Constraint #No_Constraint     #Hard_on_HCl   #Hard_on_HCl   #Hard_on_HCl     #Hard_on_HCl   #Hard_on_HCl   #Hard_on_HCl     #Hard_on_HCl   #Hard_on_HCl   #Hard_on_HCl        #Soft_ZPE      #Soft_ZPE      #Soft_ZPE        #Soft_ZPE      #Soft_ZPE      #Soft_ZPE        #Soft_ZPE      #Soft_ZPE      #Soft_ZPE        #Hard_ZPE      #Hard_ZPE      #Hard_ZPE        #Hard_ZPE      #Hard_ZPE      #Hard_ZPE        #Hard_ZPE      #Hard_ZPE      #Hard_ZPE
 #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)   #Erot(HCl)cm-1             #J    #Speed(m/s)
         762.73              8         344.48            21.19              1         286.36
         593.23              7         321.03           317.80              5         241.55
         444.92              6         371.74           593.23              7         344.39
         127.12              3         376.92           444.92              6         216.26
         127.12              3         171.54           211.87              4         155.27
         127.12              3         230.84           317.80              5         441.13
         127.12              3         366.83           211.87              4         359.41
           0.00              0         564.06           317.80              5         330.44
         211.87              4         447.22           444.92              6         224.21
          63.56              2         371.73            63.56              2         238.05
         593.23              7         765.02           211.87              4         378.84
         211.87              4         375.27            21.19              1         265.28
         211.87              4         480.56           444.92              6         105.63
           0.00              0         224.35           444.92              6         330.95
          21.19              1         150.13           317.80              5         283.66
          63.56              2         304.49           317.80              5         281.22
         444.92              6         375.09            63.56              2         463.90
          63.56              2         330.45            63.56              2         275.92
         762.73              8         113.89           127.12              3         220.66
         762.73              8         443.07           317.80              5         413.54
         127.12              3         238.31            21.19              1          98.97
         127.12              3         185.58           211.87              4         186.32
         127.12              3         524.53           317.80              5         227.17
          63.56              2         244.28           211.87              4         196.36
        1165.28             10         524.71            63.56              2         336.00
          63.56              2         429.29           444.92              6         236.30
          63.56              2         151.47           211.87              4         159.82
         762.73              8         261.72           317.80              5         320.14
         762.73              8         112.49           317.80              5         251.32
         127.12              3         212.25           593.23              7         280.19
         211.87              4         100.94           317.80              5         228.18
         211.87              4         243.69           317.80              5         370.60
         211.87              4         194.21           593.23              7         243.03
         127.12              3         538.29            21.19              1         255.59
         127.12              3         232.46           317.80              5         527.47
         211.87              4         210.14           211.87              4         271.05
         593.23              7         406.01            63.56              2         201.32
          63.56              2         433.22           953.41              9         307.94
         211.87              4         315.56           762.73              8         328.31
         953.41              9         564.31             0.00              0         618.83
         444.92              6         402.81            63.56              2         262.19
         127.12              3         248.05            63.56              2         430.47
          63.56              2         329.08           127.12              3         255.13
         593.23              7         204.14           127.12              3         355.14
         762.73              8         402.02           211.87              4         238.07
         127.12              3         255.22           127.12              3         452.93
         211.87              4         212.44           127.12              3         525.48
          21.19              1         365.23           127.12              3         569.04
          63.56              2         207.85           317.80              5         299.47
         127.12              3         270.95            63.56              2         149.21
         444.92              6         238.61             0.00              0         464.10
         593.23              7         166.76           762.73              8         253.25
         593.23              7         453.08           317.80              5         281.52
         211.87              4         289.98            63.56              2         482.23
         444.92              6         157.88            63.56              2         219.69
         593.23              7         682.48             0.00              0         289.41
          63.56              2         241.55           762.73              8         270.04
          21.19              1         334.00           211.87              4         262.95
         317.80              5         260.79            63.56              2          98.19
         762.73              8         403.97           317.80              5         168.82
          21.19              1         245.13            63.56              2         345.41
         953.41              9         550.78             0.00              0         416.32
         127.12              3         448.42           762.73              8         229.67
         593.23              7         548.25           211.87              4         178.08
         317.80              5         478.56           317.80              5         182.92
          21.19              1         494.80            63.56              2         267.57
         211.87              4         513.77            63.56              2         381.62
          63.56              2         188.94           317.80              5         489.44
         211.87              4         328.99             0.00              0         240.81
          21.19              1         415.29            63.56              2         176.18
         127.12              3         249.23           317.80              5         180.25
         127.12              3         594.18           211.87              4         312.58
          63.56              2         313.46           593.23              7         180.97
           0.00              0         310.42            63.56              2         466.87
         317.80              5         358.58           211.87              4         248.50
         127.12              3         192.28            63.56              2         473.63
         953.41              9         530.18           211.87              4         135.30
         127.12              3         202.33           444.92              6         310.30
          63.56              2         485.34           211.87              4         284.88
         211.87              4         258.23           444.92              6         267.04
          63.56              2         416.14           593.23              7         249.10
          63.56              2         172.83             0.00              0         339.10
         211.87              4         306.11           211.87              4         235.16
        1165.28             10         204.19            21.19              1         378.25
         317.80              5         391.85           211.87              4         261.02
         444.92              6         239.24           444.92              6         367.68
         211.87              4         220.93           762.73              8         283.66
         127.12              3         164.02             0.00              0         244.36
        1165.28             10         311.07           317.80              5         202.04
          21.19              1         409.38           211.87              4         234.11
         444.92              6         384.42           127.12              3         562.31
         444.92              6         276.60            21.19              1         517.63
         444.92              6         286.36            21.19              1         186.64
          21.19              1         482.85           127.12              3         136.36
         211.87              4         161.02           593.23              7         342.93
         211.87              4         390.82           317.80              5         196.96
         211.87              4         528.91           211.87              4         267.49
          63.56              2         399.22           444.92              6         176.31
         127.12              3         272.85             0.00              0         548.30
         211.87              4         317.44           211.87              4         265.35
         317.80              5         238.12           127.12              3         348.92
         444.92              6         249.77           444.92              6         472.85
         127.12              3         328.89            63.56              2         378.56
         317.80              5         374.99            21.19              1         154.87
         444.92              6         279.81           211.87              4         497.51
         127.12              3         493.44            21.19              1         359.12
         211.87              4         362.22           211.87              4         543.53
         317.80              5         457.89           127.12              3         234.27
          21.19              1         445.06           211.87              4         190.17
         211.87              4         228.93            21.19              1         313.63
         444.92              6         653.44            21.19              1         179.36
           0.00              0         299.39            63.56              2         628.69
         211.87              4         243.68            21.19              1         427.19
         317.80              5         328.70           127.12              3         526.31
          63.56              2         194.57           762.73              8         477.60
         444.92              6         232.15            63.56              2         249.85
         211.87              4         361.42           317.80              5         436.44
          63.56              2         345.37           127.12              3         531.06
          63.56              2         299.89            63.56              2         165.51
          63.56              2         164.64           444.92              6         601.66
         762.73              8         227.11           211.87              4         298.73
         211.87              4         216.50           317.80              5         331.36
         762.73              8         656.69           317.80              5         224.86
         211.87              4         255.34           127.12              3         401.77
          21.19              1         272.08           444.92              6         111.89
         317.80              5         338.78           211.87              4         184.55
          21.19              1         343.13            21.19              1         428.72
         953.41              9         269.69           317.80              5         571.83
         127.12              3         390.31           211.87              4         272.76
          63.56              2         493.45           127.12              3         265.13
         593.23              7         341.50           211.87              4         231.99
         127.12              3         677.29           127.12              3         290.80
         211.87              4         306.42           317.80              5         182.26
         317.80              5         115.04            63.56              2         245.04
        1165.28             10         218.53           127.12              3         135.34
         127.12              3         380.34           127.12              3         169.55
           0.00              0         122.85           317.80              5         326.44
          63.56              2         178.48           317.80              5         392.45
          21.19              1         168.05           127.12              3         425.91
         444.92              6         437.26            21.19              1         398.71
         211.87              4         189.59           211.87              4         543.36
          21.19              1         169.32           127.12              3         488.96
         317.80              5         222.81           444.92              6         476.73
         953.41              9         252.06           762.73              8         203.60
          21.19              1         321.95           444.92              6         339.89
         762.73              8         384.09            63.56              2         130.79
          63.56              2         223.87           317.80              5         441.99
         593.23              7         349.44            21.19              1         506.94
         593.23              7         394.68           317.80              5         208.72
         762.73              8         369.80           127.12              3         270.58
         593.23              7         198.75           444.92              6         198.68
          21.19              1         190.20           127.12              3         153.42
         127.12              3         392.84           444.92              6         194.31
         317.80              5         427.25           127.12              3         240.65
        1398.33             11         211.62           317.80              5         346.71
         593.23              7         234.89            21.19              1         246.62
         211.87              4         227.18            63.56              2         355.42
          63.56              2         123.65           127.12              3         456.42
         317.80              5         206.33           211.87              4         401.66
          63.56              2         164.19           211.87              4         157.59
         317.80              5         240.92            63.56              2         144.46
          63.56              2         433.93           211.87              4         303.31
          21.19              1         514.41           593.23              7         169.25
         211.87              4         617.99           211.87              4         164.57
          21.19              1         349.05           444.92              6         220.61
          63.56              2         198.82            63.56              2         171.94
         211.87              4         166.02           317.80              5         187.65
         127.12              3         400.15           127.12              3         371.87
         127.12              3         307.85           444.92              6         224.75
          63.56              2         507.81            63.56              2         152.82
         127.12              3         331.73           127.12              3         123.61
          21.19              1         170.88           211.87              4         175.16
         211.87              4         496.40           211.87              4         284.08
         593.23              7         366.03           444.92              6         385.07
         953.41              9         501.26            63.56              2         203.49
         444.92              6         213.60           211.87              4         170.71
          21.19              1         529.13            21.19              1         396.01
         317.80              5         252.58           593.23              7         254.83
         317.80              5         115.03            21.19              1         230.68
         127.12              3         317.07           762.73              8         149.12
          21.19              1         283.20           211.87              4         300.69
          63.56              2         187.64           211.87              4         427.89
         127.12              3         243.14            21.19              1         233.67
          63.56              2         267.68            63.56              2         115.68
         211.87              4         264.04            21.19              1         162.92
         593.23              7         363.92           211.87              4         309.55
         317.80              5         357.36           127.12              3         309.51
         127.12              3         228.30           317.80              5         539.79
         127.12              3         253.68           953.41              9         273.62
         444.92              6         331.04           211.87              4         330.77
         762.73              8         212.53             0.00              0         394.07
         211.87              4         377.52           127.12              3         258.19
         211.87              4         181.67            21.19              1         302.63
         444.92              6         142.64             0.00              0         276.65
         127.12              3         110.42            21.19              1         358.49
          63.56              2         313.84            21.19              1         137.77
         127.12              3         170.46           211.87              4         179.92
         762.73              8         160.19           444.92              6         240.79
         444.92              6         365.31            21.19              1         691.96
         127.12              3         241.27           444.92              6         364.23
         211.87              4         359.24            63.56              2         161.04
         444.92              6         457.78           317.80              5         285.20
         317.80              5         137.75            21.19              1         316.52
         317.80              5         270.41           317.80              5         330.87
         444.92              6         361.81           593.23              7         172.71
          63.56              2         408.54           593.23              7         358.17
         211.87              4         445.73           317.80              5         400.29
        1398.33             11         363.81           444.92              6         262.18
         444.92              6         188.37           211.87              4         277.49
         127.12              3         423.08           444.92              6         250.30
         211.87              4         638.83            21.19              1         374.20
         127.12              3         240.13            63.56              2         287.01
         444.92              6         531.82           211.87              4         371.76
         444.92              6         762.01           211.87              4         554.57
         317.80              5         351.08           127.12              3         527.55
        1398.33             11         499.30           953.41              9         149.06
         127.12              3         359.64           211.87              4         470.52
          21.19              1         237.63           317.80              5         304.38
         593.23              7         529.24            63.56              2         205.56
         317.80              5         341.95           127.12              3         478.22
         127.12              3          96.39           127.12              3         469.24
         444.92              6         234.65           317.80              5         210.62
         762.73              8         506.89           127.12              3         168.09
         762.73              8         476.86           317.80              5         252.05
         317.80              5         393.47           317.80              5         562.55
          21.19              1         418.47           317.80              5         286.74
           0.00              0          96.66           317.80              5         468.25
         211.87              4         302.63           127.12              3         252.00
         317.80              5         451.06           317.80              5         383.23
         211.87              4         344.70           317.80              5         130.75
          63.56              2         333.87            63.56              2         570.06
          21.19              1         380.77           211.87              4         160.80
         211.87              4         207.05           762.73              8         368.79
         444.92              6         107.65           593.23              7         380.21
         211.87              4         448.98            21.19              1         427.10
         211.87              4         346.56           953.41              9         353.14
         317.80              5         446.04           317.80              5         159.43
         127.12              3         382.08           127.12              3         306.73
         762.73              8         449.59           211.87              4         269.67
         444.92              6         197.58           317.80              5         294.70
          63.56              2         371.92           593.23              7         367.93
          63.56              2         652.31           317.80              5         281.00
         317.80              5         412.85           444.92              6         129.31
         211.87              4         333.60           317.80              5         337.69
          63.56              2         600.28           127.12              3         511.80
          21.19              1         226.18           762.73              8         457.46
         127.12              3         494.73           953.41              9         223.09
         762.73              8         440.55           444.92              6         203.09
          63.56              2         352.01            63.56              2         444.76
           0.00              0         523.21           127.12              3         364.69
          21.19              1         296.17           211.87              4         302.50
         211.87              4         347.57           444.92              6         105.83
         762.73              8         284.32           211.87              4         116.61
         211.87              4         157.98           762.73              8         350.43
         317.80              5         161.16           317.80              5         236.12
         211.87              4         425.39           593.23              7         207.21
         762.73              8         213.54           593.23              7         470.42
          63.56              2         400.46           127.12              3         133.75
         127.12              3         310.23           127.12              3         254.72
         211.87              4         198.30            21.19              1         194.77
         593.23              7         563.14           593.23              7         370.51
         211.87              4         309.35           211.87              4         194.80
          63.56              2         200.80           127.12              3         321.04
         593.23              7         288.89           211.87              4         373.86
          21.19              1         227.05           953.41              9         330.26
         593.23              7         262.58           127.12              3         206.97
         444.92              6         244.83            63.56              2         516.44
         127.12              3         201.10            21.19              1         450.40
         444.92              6         411.63           444.92              6         252.49
         127.12              3         152.19            63.56              2         329.94
           0.00              0         244.82           127.12              3         196.56
         317.80              5         250.02           211.87              4         353.60
         317.80              5         234.25           127.12              3         182.05
         317.80              5         436.14           211.87              4         255.31
         593.23              7         229.45           444.92              6         238.79
          21.19              1         293.70           211.87              4         299.94
          21.19              1         193.37           317.80              5         444.33
         127.12              3         164.97            63.56              2         318.43
         444.92              6         138.73           127.12              3         198.54
          63.56              2         274.86            21.19              1         311.11
          63.56              2         419.33            63.56              2         243.64
          63.56              2         438.45           211.87              4         448.66
         762.73              8         267.07           211.87              4         568.38
         593.23              7         156.11            63.56              2         154.43
          21.19              1         350.35            63.56              2         288.50
         317.80              5         372.71           211.87              4         601.32
          21.19              1         827.82           127.12              3         277.67
         317.80              5         433.25           444.92              6         224.12
         444.92              6         390.01           211.87              4         154.34
         444.92              6         425.75           762.73              8         361.22
         444.92              6         270.78            63.56              2         236.67
          21.19              1         396.13           127.12              3         221.15
         127.12              3         196.82           444.92              6         451.72
          63.56              2         255.88           127.12              3         555.56
          63.56              2         459.42           953.41              9         215.30
         127.12              3         189.12            63.56              2         354.97
          63.56              2         320.09           444.92              6         261.59
         127.12              3         301.61           317.80              5         249.67
         127.12              3         345.22           317.80              5         387.07
         317.80              5         371.74           444.92              6         292.22
          21.19              1         256.44           444.92              6         423.25
         211.87              4         518.20            63.56              2         195.69
          63.56              2         368.54           593.23              7         242.57
           0.00              0         292.96           127.12              3         163.56
          63.56              2         156.30           211.87              4         201.08
         211.87              4         251.30           317.80              5         360.35
         593.23              7         206.18           211.87              4         251.16
         127.12              3         383.12           211.87              4         331.38
          63.56              2         277.71            63.56              2         289.51
         211.87              4         134.29           593.23              7         453.23
          63.56              2         124.32           444.92              6         288.35
          63.56              2         333.55           593.23              7         162.96
         444.92              6         264.95           211.87              4         281.59
          21.19              1         509.32            63.56              2         224.89
          21.19              1         286.36           593.23              7         297.71
         762.73              8         286.08           127.12              3         327.08
         317.80              5         241.55           211.87              4         276.65
         593.23              7         344.39           127.12              3         155.41
         444.92              6         216.26            63.56              2         299.37
         211.87              4         155.27           211.87              4         280.83
         317.80              5         441.13           127.12              3         255.54
         211.87              4         359.41           762.73              8         315.78
         317.80              5         330.44           211.87              4         167.26
         444.92              6         224.21           127.12              3         508.74
          63.56              2         238.05           211.87              4         212.43
         211.87              4         378.84            21.19              1         454.36
          21.19              1         265.28           127.12              3         161.10
         444.92              6         105.63           211.87              4         267.19
         444.92              6         330.95            21.19              1         186.98
         317.80              5         283.66           127.12              3         279.26
         317.80              5         281.22            63.56              2         459.15
          63.56              2         463.90           317.80              5         324.40
          63.56              2         275.92            21.19              1         523.10
         127.12              3         220.66           127.12              3         146.27
         317.80              5         413.54            21.19              1         458.33
          21.19              1          98.97           317.80              5         283.80
         211.87              4         186.32           127.12              3         598.73
         317.80              5         227.17           317.80              5         174.17
         211.87              4         196.36           444.92              6         378.08
          63.56              2         336.00           211.87              4         470.00
         444.92              6         236.30            63.56              2          98.66
         211.87              4         159.82           211.87              4         269.99
         317.80              5         320.14           211.87              4         264.49
         317.80              5         251.32           593.23              7         397.52
         593.23              7         280.19           317.80              5         338.19
         317.80              5         228.18            63.56              2         232.46
         317.80              5         370.60           444.92              6         341.15
         593.23              7         243.03            21.19              1         386.02
          21.19              1         255.59            21.19              1         240.34
         317.80              5         527.47           317.80              5         236.14
         211.87              4         271.05           211.87              4         183.49
          63.56              2         201.32           762.73              8         233.31
         953.41              9         307.94           211.87              4         351.23
        1165.28             10         341.03            63.56              2         419.59
         762.73              8         328.31           317.80              5         260.41
           0.00              0         618.83           444.92              6         108.65
          63.56              2         262.19           953.41              9         133.93
          63.56              2         430.47           444.92              6         295.77
         127.12              3         255.13           127.12              3         461.58
         127.12              3         355.14           444.92              6         215.34
         211.87              4         238.07           127.12              3         515.72
         127.12              3         452.93           127.12              3         247.83
         444.92              6         497.69            21.19              1         162.44
         127.12              3         525.48           317.80              5         214.52
         127.12              3         569.04            63.56              2         360.97
         317.80              5         299.47           127.12              3         206.55
          63.56              2         149.21            63.56              2         367.56
           0.00              0         464.10           127.12              3         469.75
         762.73              8         253.25            21.19              1         474.17
        1165.28             10         569.37           127.12              3         342.21
         211.87              4         376.34           127.12              3         361.11
         317.80              5         281.52           211.87              4         197.54
          63.56              2         482.23           211.87              4         264.86
          63.56              2         219.69           127.12              3         308.14
           0.00              0         289.41           317.80              5         461.27
         762.73              8         270.04           317.80              5         484.78
         211.87              4         262.95           444.92              6         279.16
          63.56              2          98.19             0.00              0         271.80
        1165.28             10         430.54           317.80              5         286.16
        1652.57             12         329.69           593.23              7         210.13
         317.80              5         168.82           211.87              4         550.03
          63.56              2         345.41           211.87              4         519.23
           0.00              0         416.32           317.80              5         494.73
         762.73              8         229.67            63.56              2         480.69
         211.87              4         178.08           211.87              4         179.01
         317.80              5         182.92           127.12              3         494.73
          63.56              2         267.57           444.92              6         176.22
          63.56              2         381.62           444.92              6         382.06
         317.80              5         489.44           127.12              3         326.61
           0.00              0         240.81            63.56              2         462.24
          63.56              2         176.18           444.92              6         132.28
         317.80              5         180.25           211.87              4         359.93
         211.87              4         312.58            63.56              2         432.43
         593.23              7         180.97            63.56              2         279.63
          63.56              2         466.87           762.73              8         139.72
         211.87              4         248.50           593.23              7         362.67
          63.56              2         473.63           211.87              4         323.73
         444.92              6         720.19           593.23              7         242.42
         211.87              4         135.30           211.87              4         344.23
         444.92              6         310.30            63.56              2         298.61
         211.87              4         284.88           317.80              5         571.98
         444.92              6         267.04           317.80              5         270.49
         593.23              7         249.10           762.73              8         310.89
           0.00              0         339.10           211.87              4         303.48
         211.87              4         235.16           127.12              3         277.56
          21.19              1         378.25           127.12              3         397.46
         211.87              4         261.02           444.92              6         302.02
         444.92              6         367.68           211.87              4         238.36
         317.80              5         641.73           127.12              3         329.11
         762.73              8         283.66            63.56              2         279.54
           0.00              0         244.36           317.80              5         342.68
         317.80              5         202.04           317.80              5         410.04
         593.23              7         415.20            63.56              2         265.85
         211.87              4         234.11           317.80              5         407.45
         953.41              9         558.25           444.92              6         346.29
         317.80              5         740.79           444.92              6         358.81
         127.12              3         562.31           593.23              7         370.63
          21.19              1         517.63            21.19              1         284.15
          21.19              1         186.64            21.19              1         670.65
         127.12              3         136.36           211.87              4         271.70
         593.23              7         342.93           127.12              3         302.65
         317.80              5         196.96            63.56              2         261.62
         317.80              5         724.68           211.87              4         464.10
         211.87              4         267.49           127.12              3         301.65
         127.12              3         800.33           127.12              3         328.00
         444.92              6         176.31            63.56              2         202.52
           0.00              0         548.30            63.56              2         202.95
         211.87              4         265.35           127.12              3         205.54
         127.12              3         348.92           211.87              4         370.25
         444.92              6         472.85           317.80              5         379.58
          63.56              2         378.56           317.80              5         255.11
          21.19              1         154.87           211.87              4         306.99
         211.87              4         497.51            63.56              2         135.96
          21.19              1         359.12           127.12              3         204.33
         211.87              4         543.53           211.87              4         267.10
         127.12              3         234.27           211.87              4         483.12
         211.87              4         190.17           127.12              3         343.56
          21.19              1         313.63           317.80              5         181.84
          21.19              1         179.36           593.23              7         270.66
          63.56              2         628.69           317.80              5         191.35
         444.92              6         682.44           444.92              6         274.38
          21.19              1         427.19            21.19              1         205.21
         127.12              3         526.31           127.12              3         220.77
         317.80              5         292.98           211.87              4         353.93
         762.73              8         477.60           444.92              6         207.42
          63.56              2         249.85            63.56              2         165.41
         317.80              5         436.44            63.56              2         161.59
         127.12              3         531.06           593.23              7         150.21
         211.87              4         646.51           317.80              5         266.87
          63.56              2         165.51           127.12              3         185.71
         444.92              6         601.66           211.87              4         415.50
         211.87              4         298.73           444.92              6         265.60
         317.80              5         331.36           593.23              7         245.34
         317.80              5         224.86             0.00              0         243.67
         127.12              3         401.77            21.19              1         460.27
         444.92              6         111.89            63.56              2         352.20
         211.87              4         184.55           211.87              4         274.50
          21.19              1         428.72            21.19              1          92.98
         317.80              5         571.83           127.12              3         247.09
         211.87              4         272.76            63.56              2         526.07
         127.12              3         265.13            63.56              2         379.55
         211.87              4         231.99            21.19              1         186.51
         127.12              3         290.80           127.12              3         190.99
         317.80              5         182.26           317.80              5         160.12
          63.56              2         245.04           317.80              5         427.87
         127.12              3         135.34           317.80              5         261.23
         127.12              3         169.55           211.87              4         240.90
         317.80              5         326.44           444.92              6         138.20
         317.80              5         392.45             0.00              0         451.34
         127.12              3         425.91           211.87              4         210.59
        1398.33             11         288.59           127.12              3         450.63
          21.19              1         398.71           444.92              6         217.17
         211.87              4         543.36           317.80              5         261.72
         127.12              3         488.96           127.12              3         233.01
         444.92              6         476.73           211.87              4         245.15
         762.73              8         203.60           593.23              7         288.79
         444.92              6         339.89             0.00              0         141.73
          63.56              2         130.79           317.80              5         190.07
         317.80              5         441.99           444.92              6         344.14
          21.19              1         506.94           317.80              5         482.93
         317.80              5         208.72             0.00              0         404.06
         127.12              3         270.58           211.87              4         146.69
         444.92              6         198.68            63.56              2         301.42
         127.12              3         153.42            63.56              2         124.62
